"key","source","Translation"
"Puppet_b_Search_Roaming_01_Loca2","I don't want to see you! I don't want to hear you!","Я не хочу тебе бачити! Я не хочу тебе чути!"
"Puppet_b_Search_Roaming_02_Loca1","Puppet_b_Search_Roaming_02_Loca1",""
"Puppet_b_Search_Roaming_02_Loca2","Leave me alone.","Залиш мене в спокої."
"Puppet_b_Suspicious_Enter_00_Loca1","Puppet_b_Suspicious_Enter_00_Loca1",""
"Puppet_b_Suspicious_Enter_00_Loca2","Ha!","Га!"
"Puppet_b_Suspicious_Enter_01_Loca1","Puppet_b_Suspicious_Enter_01_Loca1",""
"Puppet_b_Suspicious_Enter_01_Loca2","Who's there?","Хто там?"
"Puppet_b_Suspicious_Enter_02_Loca1","Puppet_b_Suspicious_Enter_02_Loca1",""
"Puppet_b_Suspicious_Enter_02_Loca2","*questioning growl*","*питальне ричання*"
"Puppet_c_Alert_Enter_00_Loca1","Puppet_c_Alert_Enter_00_Loca1",""
"Puppet_c_Alert_Enter_00_Loca2","Haaa!","Гааа!"
"Puppet_c_Alert_Enter_01_Loca1","Puppet_c_Alert_Enter_01_Loca1",""
"Puppet_c_Alert_Enter_01_Loca2","*Growl*","*Ричання*"
"Puppet_c_Alert_Enter_02_Loca1","Puppet_c_Alert_Enter_02_Loca1",""
"Puppet_c_Alert_Enter_02_Loca2","No!","Ні!"
"Puppet_c_Alert_Roaming_00_Loca1","Puppet_c_Alert_Roaming_00_Loca1",""
"Puppet_c_Alert_Roaming_00_Loca2","You won't have my flesh! You won't have my skin!","Ти не візьмеш мою плоть! Ти не здереш мою шкіру!"
"Puppet_c_Alert_Roaming_01_Loca1","Puppet_c_Alert_Roaming_01_Loca1",""
"Puppet_c_Alert_Roaming_01_Loca2","It's my body! Only I have the right to eat it!","Це моє тіло! Тільки я маю право його їсти!"
"Puppet_c_Alert_Roaming_02_Loca1","Puppet_c_Alert_Roaming_02_Loca1",""
"Puppet_c_Alert_Roaming_02_Loca2","I can't take any more!","Я більше не можу це витримати!"
"Puppet_c_Catch_00_Loca1","Puppet_c_Catch_00_Loca1",""
"Puppet_c_Catch_00_Loca2","Die! Die! Die!","Згинь! Згинь! Згинь!"
"Puppet_c_Catch_02_Loca1","Puppet_c_Catch_02_Loca1",""
"Puppet_c_Catch_02_Loca2","The eye! It sees me!","Око! Воно бачить мене!"
"Puppet_c_Search_Enter_00_Loca1","Puppet_c_Search_Enter_00_Loca1",""
"Puppet_c_Search_Enter_00_Loca2","Who's there?","Хто там?"
"Puppet_c_Search_Enter_01_Loca1","Puppet_c_Search_Enter_01_Loca1",""
"Puppet_c_Search_Enter_01_Loca2","Go! Die!","Іди! Вмри!"
"Puppet_c_Search_Enter_02_Loca1","Puppet_c_Search_Enter_02_Loca1",""
"Puppet_c_Search_Enter_02_Loca2","Enough!","Досить!"
"Puppet_c_Search_Roaming_00_Loca1","Puppet_c_Search_Roaming_00_Loca1",""
"Puppet_c_Search_Roaming_00_Loca2","Go away!","Забирайся!"
"Puppet_c_Search_Roaming_01_Loca1","Puppet_c_Search_Roaming_01_Loca1",""
"Puppet_c_Search_Roaming_01_Loca2","I don't want to see you! I don't want to hear you!","Я не хочу тебе бачити! Я не хочу тебе чути!"
"Puppet_c_Search_Roaming_02_Loca1","Puppet_c_Search_Roaming_02_Loca1",""
"Puppet_c_Search_Roaming_02_Loca2","Leave me alone.","Залиш мене в спокої."
"Puppet_c_Suspicious_Enter_00_Loca1","Puppet_c_Suspicious_Enter_00_Loca1",""
"Puppet_c_Suspicious_Enter_00_Loca2","Ha!","Га!"
"Puppet_c_Suspicious_Enter_01_Loca1","Puppet_c_Suspicious_Enter_01_Loca1",""
"Puppet_c_Suspicious_Enter_01_Loca2","Who's there?","Хто там?"
"Puppet_c_Suspicious_Enter_02_Loca1","Puppet_c_Suspicious_Enter_02_Loca1",""
"Puppet_c_Suspicious_Enter_02_Loca2","*questioning growl*","*питальне ричання*"
"Retake_M09S02_AMB_Bradley_LeaveMeAlone_Loca1","Retake_M09S02_AMB_Bradley_LeaveMeAlone_Loca1",""
"Retake_M09S02_AMB_Bradley_LeaveMeAlone_Loca2","I prefer to be alone.","Я віддаю перевагу бути наодинці."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca1","Retake_M09S02_AMB_Drake_PierceSpotted_Loca1",""
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca2","Mr Pierce. We were waiting for you.","Містере Пірс. Ми чекали на вас."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca3","Good. Sarah doesn’t have much time.","Добре. У Сари не так багато часу."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca4","Retake_M09S02_AMB_Drake_PierceSpotted_Loca4",""
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca5","How can we help her escape the influence of the Cult?","Як ми можемо допомогти їй вирватися з-під впливу культу?"
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca6","I do have a plan. Come and see me later.","У мене є план. Зустрінемось пізніше."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca7","Before everything else, I need to talk to Mr Pierce.","Перш за все, мені треба поговорити з містером Пірсом."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca8","Retake_M09S02_AMB_Drake_PierceSpotted_Loca8",""
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca9","Retake_M09S02_AMB_Drake_PierceSpotted_Loca9",""
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca10","What are you doing here?","Що ти тут робиш?"
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca11","Did you think I would let you confront the occult without supervision?","Ти думав, я дозволю тобі зіткнутися з окультизмом без нагляду?"
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca12","This is too dangerous for a bookworm like you.","Це занадто небезпечно для книголоба на кшталт тебе."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca13","Algernon.","Алджерноне."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca14","I need to talk to Mr Pierce.","Мені треба поговорити з містером Пірсом."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca15","Retake_M09S02_AMB_Drake_PierceSpotted_Loca15",""
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca16","Very well, Sarah.","Дуже добре, Саро."
"Retake_M09S02_AMB_Drake_PierceSpotted_Loca17","I will be in Charles Hawkins’s office.","Я буду в кабінеті Чарльза Гокінса."
"Retake_M09S02_AMB_LeviathanWhispers_Loca1","Retake_M09S02_AMB_LeviathanWhispers_Loca1",""
"Retake_M09S02_AMB_LeviathanWhispers_Loca2","Mr Pierce. The Truth seeker. We meet at last.","Містер Пірс. Шукач істини. Ми нарешті зустрілися."
"Retake_M09S02_AMB_LeviathanWhispers_Loca3","Who is there?","Хто тут?"
"Retake_M09S02_AMB_SarahAskToTakeASit_Loca1","Retake_M09S02_AMB_SarahAskToTakeASit_Loca1",""
"Retake_M09S02_AMB_SarahAskToTakeASit_Loca2","Please do sit down.","Прошу, сідай."
"Retake_M09S02_AMB_SarahDrake_Discussion_Loca1","Retake_M09S02_AMB_SarahDrake_Discussion_Loca1",""
"Retake_M09S02_AMB_SarahDrake_Discussion_Loca2","I don't know if I can fight it, Algernon.","Я не знаю, чи зможу протистояти цьому, Алджерноне."
"Retake_M09S02_AMB_SarahDrake_Discussion_Loca3","But still, I must put an end to the killings.","Але все ж, я повинна покласти край вбивствам."
"Retake_M09S02_AMB_SarahDrake_Discussion_Loca4","My dear Sarah!","Моя люба Саро!"
"Retake_M09S02_AMB_SarahDrake_Discussion_Loca5","You are not seriously considering exposing yourself to that influence again?","Ти ж не серйозно збираєшся знову піддаватися цьому впливу?"
"Retake_M09S02_AMB_SarahDrake_Discussion_Loca6","Do I have a choice?","Чи є у мене вибір?"
"Retake_M09S02_AMB_SarahGoodMorning_Loca1","Retake_M09S02_AMB_SarahGoodMorning_Loca1",""
"Retake_M09S02_AMB_SarahGoodMorning_Loca2","Ah, you are awake, Edward! I was looking for you.","О, ти прокинувся, Едварде! Я шукала тебе."
"Retake_M09S02_AMB_SarahGoodMorning_Loca3","Were you able to sleep?","Добре поспав?"
"Retake_M09S02_AMB_SarahGoodMorning_Loca4","Not really, but I still feel better.","Не дуже, але я все одно почуваюся краще."
"Retake_M09S02_AMB_SarahGoodMorning_Loca5","Sit down, I shall answer your questions.","Сідай, я дам відповіді на твої запитання."
"Retake_M09S02_AMB_SarahWantToSleep_Loca1","Retake_M09S02_AMB_SarahWantToSleep_Loca1",""
"Retake_M09S02_AMB_SarahWantToSleep_Loca2","I wanted to thank you again for getting me out of that prison and taking me to see my son.","Я хотіла ще раз подякувати тобі за те, що ти витяг мене з тієї в’язниці й дозволив побачити мого сина."
"Retake_M09S02_AMB_SarahWantToSleep_Loca7","Don't mention it, Mrs Hawkins.","Не варто дякувати, місіс Гокінс."
"Retake_M09S02_AMB_SarahWantToSleep_Loca8","Please call me Sarah.","Будь ласка, називай мене Сара."
"Retake_M09S02_AMB_SarahWantToSleep_Loca3","OK... Sarah. You can imagine that I have plenty of questions waiting for an answer.","Гаразд... Саро. Ти не уявляєш, скільки в мене запитань, які чекають на відповідь."
"Retake_M09S02_AMB_SarahWantToSleep_Loca5","If you don't mind, I would prefer that we put it off until tomorrow. All this agitation... I need to rest.","Якщо ти не проти, я б воліла відкласти це до завтра. Весь цей стрес... Мені треба відпочити."
"Retake_M09S02_AMB_SarahWantToSleep_Loca6","I understand.","Я розумію."
"Retake_M09S02_AMB_SarahWantToSleep_Loca9","Good night, Edward.","На добраніч, Едварде."
"Retake_M09S02_INT_AmuletFound_Loca1","Retake_M09S02_INT_AmuletFound_Loca1",""
"Retake_M09S02_INT_AmuletFound_Loca2","This is the amulet that Drake was looking for.","Це амулет, який шукав Дрейк."
"Retake_M09S02_INT_BradleyAboutColden_Loca1","Retake_M09S02_INT_BradleyAboutColden_Loca1",""
"Retake_M09S02_INT_BradleyAboutColden_Loca2","How are you, Bradley?","Як ти, Бредлі?"
"Retake_M09S02_INT_BradleyAboutColden_Loca3","Ah it's you, Pierce.","А, це ти, Пірс."
"Retake_M09S02_INT_BradleyAboutColden_Loca4","I'm just worried about Marie. I mean Dr. Colden. Have you had any news?","Я просто хвилююся за Марі. Маю на увазі докторку Колден. У тебе є якісь новини?"
"Retake_M09S02_INT_BradleyAboutColden_Loca5","Retake_M09S02_INT_BradleyAboutColden_Loca5",""
"Retake_M09S02_INT_BradleyAboutColden_Loca6","[Tell the truth]","[Сказати правду]"
"Retake_M09S02_INT_BradleyAboutColden_Loca8","I am sorry Bradley. I could do nothing to save her.","Мені шкода, Бредлі. Я нічого не міг вдіяти, щоб її врятувати."
"Retake_M09S02_INT_BradleyAboutColden_Loca11","What do you mean? What happened?","Що ти маєш на увазі? Що сталося?"
"Retake_M09S02_INT_BradleyAboutColden_Loca12","I'm not sure what happened, but I found her body in the cellars of Riverside.","Я не певен, що саме сталося, але я знайшов її тіло в катакомбах Ріверсайду."
"Retake_M09S02_INT_BradleyAboutColden_Loca13","You're sure that you've got nothing to do with it?","Ти впевнений, що не маєш до цього жодного стосунку?"
"Retake_M09S02_INT_BradleyAboutColden_Loca72","If she hadn't tried to help you, she might still be alive.","Якби вона не намагалася допомогти тобі, можливо, була б і досі жива."
"Retake_M09S02_INT_BradleyAboutColden_Loca17","Retake_M09S02_INT_BradleyAboutColden_Loca17",""
"Retake_M09S02_INT_BradleyAboutColden_Loca7","[Lie]","[Збрехати]"
"Retake_M09S02_INT_BradleyAboutColden_Loca9","I'm sorry, I haven't heard anything from her, but I'm sure she's fine.","Пробач, я нічого про неї не чув, але впевнений, що з нею все гаразд."
"Retake_M09S02_INT_BradleyAboutColden_Loca15","She must be in the hospital or at home.","Мабуть, вона в лікарні або вдома."
"Retake_M09S02_INT_BradleyAboutColden_Loca14","I already checked. She wasn't at home, and no one has seen her in Riverside since you set the cellars on fire.","Я вже перевірив. Вдома її не було, і ніхто не бачив її в Ріверсайді відтоді, як ти підпалив катакомби."
"Retake_M09S02_INT_BradleyAboutColden_Loca16","You know more than you're telling me.","Ти знаєш більше, ніж кажеш мені."
"Retake_M09S02_INT_BradleyAboutColden_Loca19","I'm certainly not as good a detective as the great Edward Pierce, but I still know when someone's lying to me.","Я, звісно, не такий гарний детектив, як «великий Едвард Пірс», проте я бачу, коли мені брешуть."
"Retake_M09S02_INT_BradleyAboutColden_Loca18","Retake_M09S02_INT_BradleyAboutColden_Loca18",""
"Retake_M09S02_INT_BradleyAboutColden_Loca10","I'm sorry. Truly.","Мені шкода. Справді."
"Retake_M09S02_INT_BradleyAboutColden_Loca20","It's that slug Fuller. I swear I'll shoot him.","Це той слизняк Фуллер. Клянуся, я його застрелю."
"Retake_M09S02_INT_BradleyAboutColden_Loca32","What do you say Pierce? Are you with me?","Що скажеш, Пірсе? Ти зі мною?"
"Retake_M09S02_INT_BradleyAboutColden_Loca22","Retake_M09S02_INT_BradleyAboutColden_Loca22",""
"Retake_M09S02_INT_BradleyAboutColden_Loca24","Marie Colden would not have wanted that.","Марі Колден не хотіла б цього."
"Retake_M09S02_INT_BradleyAboutColden_Loca39","Retake_M09S02_INT_BradleyAboutColden_Loca39",""
"Retake_M09S02_INT_BradleyAboutColden_Loca38","You knew her better than me, but don't you think that it would betray your friend's way of thinking?","Ти знав її краще за мене, але хіба це не суперечило б її поглядам?"
"Retake_M09S02_INT_BradleyAboutColden_Loca43","She spent her life saving lives, so wouldn't killing someone in cold blood be contrary to her convictions?","Вона присвятила життя порятунку інших, тож убивство когось у холодній крові суперечило б її переконанням, хіба ні?"
"Retake_M09S02_INT_BradleyAboutColden_Loca44","You're probably right.","Можливо, ти маєш рацію."
"Retake_M09S02_INT_BradleyAboutColden_Loca47","Retake_M09S02_INT_BradleyAboutColden_Loca47",""
"Retake_M09S02_INT_BradleyAboutColden_Loca41","Retake_M09S02_INT_BradleyAboutColden_Loca41",""
"Retake_M09S02_INT_BradleyAboutColden_Loca42","I’m sure Dr. Colden would have wanted you to help fight the cult.","Я впевнений, що докторка Колден хотіла б, щоб ти допомагав боротися з культом."
"Retake_M09S02_INT_BradleyAboutColden_Loca50","Fuller is just a link in the chain. It’s their leader that must be tracked down.","Фуллер - лише ланка в ланцюзі. Їхнього лідера потрібно знайти."
"Retake_M09S02_INT_BradleyAboutColden_Loca51","Marie devoted the last three months fighting against this monster, and it cost her her life.","Марі присвятила останні три місяці боротьбі з цим монстром, і це коштувало їй життя."
"Retake_M09S02_INT_BradleyAboutColden_Loca54","He killed her, Pierce!","Він її вбив, Пірс!"
"Retake_M09S02_INT_BradleyAboutColden_Loca52","Don't presume to understand her motivations when you obviously paid no attention to her crusade.","Ти не зрозумієш її мотиви, якщо ти явно не звертав уваги на її боротьбу."
"Retake_M09S02_INT_BradleyAboutColden_Loca53","Retake_M09S02_INT_BradleyAboutColden_Loca53",""
"Retake_M09S02_INT_BradleyAboutColden_Loca27","The nature of their relationship.","Характер їхніх стосунків."
"Retake_M09S02_INT_BradleyAboutColden_Loca28","You and Dr. Colden were close, from what I saw.","Ви з докторкою Колден були близькими, судячи з того, що я бачив."
"Retake_M09S02_INT_BradleyAboutColden_Loca33","Yes, you can say that. We've known each other for some time now and, let's say, that I was sweet on her the first day I saw her.","Так, можна і так сказати. Ми зналися вже деякий час, і, скажімо так, я закохався в неї з першого дня, як побачив."
"Retake_M09S02_INT_BradleyAboutColden_Loca34","And she shared these feelings?","А вона відповідала тобі взаємністю?"
"Retake_M09S02_INT_BradleyAboutColden_Loca35","I think so, but I'm not sure. We weren't very good at expressing that sort of thing, but we enjoyed spending time together.","Гадаю, так, але не впевнений. Ми не дуже вміли це висловлювати, але нам подобалося проводити час разом."
"Retake_M09S02_INT_BradleyAboutColden_Loca36","In any case, I won't let her death go unpunished.","У будь-якому випадку, я не дозволю, щоб її смерть залишилася безкарною."
"Retake_M09S02_INT_BradleyAboutColden_Loca37","Retake_M09S02_INT_BradleyAboutColden_Loca37",""
"Retake_M09S02_INT_BradleyAboutColden_Loca23","His grief clouds his judgment.","Його скорбота затьмарює йому розум."
"Retake_M09S02_INT_BradleyAboutColden_Loca29","I understand your feelings, Bradley, but I don't think that you're in a state to make such a decision.","Я розумію твої почуття, Бредлі, але не думаю, що ти зараз у стані приймати таке рішення."
"Retake_M09S02_INT_BradleyAboutColden_Loca55","He killed her, Pierce!","Він її вбив, Пірс!"
"Retake_M09S02_INT_BradleyAboutColden_Loca56","I can't do nothing, faced with this situation.","Я нічого не можу зробити в цій ситуації."
"Retake_M09S02_INT_BradleyAboutColden_Loca57","No, Fuller’s crimes won't go unpunished. I give you my word. But, for now, you must keep a cool head.","Ні, злочини Фуллера не залишаться безкарними. Обіцяю. Але зараз ти маєш тримати голову холодною."
"Retake_M09S02_INT_BradleyAboutColden_Loca58","Retake_M09S02_INT_BradleyAboutColden_Loca58",""
"Retake_M09S02_INT_BradleyAboutColden_Loca25","Fuller will pay the price.","Фуллер заплатить за це."
"Retake_M09S02_INT_BradleyAboutColden_Loca59","Fuller has committed too many atrocities. He carried out his experiments on Sarah, on me, and now he has killed Dr. Colden.","Фуллер вчинив надто багато звірств. Він проводив експерименти на Сарі, на мені, а тепер убив докторку Колден."
"Retake_M09S02_INT_BradleyAboutColden_Loca60","He must die.","Він має померти."
"Retake_M09S02_INT_BradleyAboutColden_Loca61","He will suffer the fate he deserves, I promise you. But we must keep a cool head.","Він понесе покарання, якого заслуговує, обіцяю. Але ми повинні стримуватися."
"Retake_M09S02_INT_BradleyAboutColden_Loca62","He's not alone. We must identify his accomplices in order to put an end to their schemes.","Він не один. Ми повинні виявити його спільників, щоб покінчити з їхніми планами."
"Retake_M09S02_INT_BradleyAboutColden_Loca63","If you say so, but I'm only interested in Fuller.","Як скажеш, але мене цікавить лише Фуллер."
"Retake_M09S02_INT_BradleyAboutColden_Loca64","Retake_M09S02_INT_BradleyAboutColden_Loca64",""
"Retake_M09S02_INT_BradleyAboutColden_Loca26","It is not for us to decide.","Це не нам вирішувати."
"Retake_M09S02_INT_BradleyAboutColden_Loca65","Fuller is a monster. We agree on that. But we are neither judge nor executioner.","Фуллер — монстр. З цим ми погоджуємося. Але ми не судді і не кати."
"Retake_M09S02_INT_BradleyAboutColden_Loca66","You are a police officer! The man must be arrested and brought to justice. It's for the judge to decide his fate.","Ти ж поліцейський! Цю людину треба арештувати і притягнути до правосуддя. Суддя має вирішувати її долю."
"Retake_M09S02_INT_BradleyAboutColden_Loca67","And risk that he gets away scot-free? No. Not while I have something to say about it!","І ризикувати, що він уникне покарання? Ні. Допоки я «кілька слів»!"
"Retake_M09S02_INT_BradleyAboutColden_Loca68","You really intend to shoot him down in cold blood?","Ти справді вб'єш його холоднокровно?"
"Retake_M09S02_INT_BradleyAboutColden_Loca69","If that's what it takes.","Якщо це необхідно."
"Retake_M09S02_INT_BradleyAboutColden_Loca70","And have you thought of the consequences?","А ти подумав про наслідки?"
"Retake_M09S02_INT_BradleyAboutColden_Loca71","I don't give give two hoots for the consequences.","Мені начхати на наслідки."
"Retake_M09S02_INT_BradleyAboutColden_Loca49","Retake_M09S02_INT_BradleyAboutColden_Loca49",""
"Retake_M09S02_INT_BradleyAboutColden_Loca74","Fuller's destiny will catch up with him.","Доля Фуллера наздожене його."
"Retake_M09S02_INT_BradleyAboutColden_Loca75","Have no fear, Bradley. Dr. Fuller will not escape the clutches of destiny for long.","Не бійся, Бредлі. Доктор Фуллер не уникне своєї «долі»."
"Retake_M09S02_INT_BradleyAboutColden_Loca76","Sooner or later, he will be judged for what he has done. You just need to have faith.","Рано чи пізно він відповість за скоєне. Просто треба вірити."
"Retake_M09S02_INT_BradleyAboutColden_Loca77","What are you talking about? What's this story of destiny?","Про що ти говориш? Що це за історія про «долю»?"
"Retake_M09S02_INT_BradleyAboutColden_Loca78","No, I'm sorry! I'm not going to wait for some mystical intervention. I'll take care of him, myself!","Е, ні, звиняй! Я не збираюся чекати на якусь «містичну інтервенцію». Я сам з ним розберусь!"
"Retake_M09S02_INT_BradleyAboutColden_Loca79","Retake_M09S02_INT_BradleyAboutColden_Loca79",""
"Retake_M09S02_INT_BradleyAboutColden_Loca21","We must do something for those who are still alive, Bradley.","Ми повинні щось зробити для тих, хто ще живий, Бредлі."
"Retake_M09S02_INT_BradleyAboutColden_Loca45","Sarah is still in danger as long as the cult is active.","Сара досі в небезпеці, поки культ активний."
"Retake_M09S02_INT_BradleyAboutColden_Loca48","We must see this through to the end. Otherwise Marie's death will have been in vain.","Ми мусимо довести це до кінця. Інакше смерть Марі буде марною."
"Retake_M09S02_INT_BradleyAboutColden_Loca46","You are the voice of reason, Pierce. As always.","Ти — голос розуму, Пірс. Як завжди."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca1","Retake_M09S02_INT_Drake_AboutAmulet_Loca1",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca37","Retake_M09S02_INT_Drake_AboutAmulet_Loca37",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca38","It's you again.","Знову ти."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca39","Retake_M09S02_INT_Drake_AboutAmulet_Loca39",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca17","Retake_M09S02_INT_Drake_AboutAmulet_Loca17",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca18","Ah, Pierce. A timely appearance!","А, Пірс. Якраз вчасно з'явився!"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca19","You might be able to make yourself useful.","Можливо, ти зможеш стати в нагоді."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca20","Retake_M09S02_INT_Drake_AboutAmulet_Loca20",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca29","Retake_M09S02_INT_Drake_AboutAmulet_Loca29",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca31","Seeing you again… It's you.","Знову тебе бачу… Це ти."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca33","I’m here for her. Not you.","Я прийшов за нею. Не за тобою."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca30","I don't care why you're here. Your usefulness is the only thing that matters.","Мені байдуже, чому ти тут. Важлива лише твоя користь."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca32","Retake_M09S02_INT_Drake_AboutAmulet_Loca32",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca3","How do we protect Mrs Hawkins from the influence of the forces that claim her?","Як захистити пані Гокінс від впливу сил, що її забирають?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca41","By following Hawkins, that imbecile of a thief, of course.","Слідкуючи за Гокінсом, тим ідіотом-злодюгою, звісно."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca42","What do you mean?","Що ти маєш на увазі?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca43","He found something. An amulet. The symbol engraved on it could protect Sarah.","Він знайшов щось. Амулет. Символ, вигравіруваний на ньому, міг би захистити Сару."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca103","Could?","Міг би?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca44","We are dealing with forces that by far surpass what your intellect can process.","Ми маємо справу з силами, які значно перевищують те, що може сприйняти твій розум."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca104","Feel free to ask me any question regarding the matters that exceed your grasp.","Не соромся ставити мені питання щодо того, що виходить за межі твого розуміння."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca4","Retake_M09S02_INT_Drake_AboutAmulet_Loca4",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca5","He sold the dagger to Sanders.","Він продав кинджал Сандерсу."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca13","The dagger with the strange sign... Was it you who sold it to Francis Sanders?","Кинджал зі дивним знаком... Це ти продав його Франсісу Сандерсу?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca45","If you are referring to the dagger of the Ancients, then yes it was me. Why?","Якщо ти маєш на увазі кинджал «Стародавніх», то так, це був я. І що?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca46","Do you know what he intended to do with it?","Ти знаєш, навіщо він йому був потрібен?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca47","Francis was primarily a collector of occult objects. He liked rare items such as the dagger, but I doubt he knew its purpose.","Френсіс передусім був колекціонером окультних предметів. Він полюбляв рідкісні речі, як-от цей кинджал, але сумніваюся, що він знав його справжнє призначення."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca48","It allowed me to send the creature you call ""Shambler"" back into the painting.","Він дозволив мені повернути створіння, яке ти називаєш «Блукачем», назад у картину."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca49","Fascinating... But I am afraid that this might only be short-lived.","Цікаво... Але боюся, що це ненадовго."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca50","You mean that… thing could come back?","Ти хочеш сказати, що... ця штука може повернутися?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca51","Yes that is why I am looking for a more... permanent solution.","Так, саме тому я шукаю більш... остаточне рішення."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca52","It must never come back.","Воно не повинно більше ніколи повернутися."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca53","Retake_M09S02_INT_Drake_AboutAmulet_Loca53",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca7","A Dimensional Shambler?","Міжвимірний Блукач?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca14","This creature... the "" Shambler""... What is it?","Ця істота... «Блукач»... Що воно таке?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca60","It is a hunter. It travels from one dimension to another to hunt down its prey.","Це мисливець. Воно мандрує між вимірами, щоб вистежувати свою здобич."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca64","And Francis Sanders was one of its victims...","І Френсіс Сандерс став однією з його жертв..."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca61","How could a creature like that end up in one of Mrs Hawkins' paintings?","Як таке створіння могло опинитися в одній із картин місіс Гокінс?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca62","Sarah has an uncommon gift: a ""connection"" with entities that live beyond our reality.","У Сари рідкісний дар: «зв’язок» із сутностями, що мешкають поза нашою реальністю."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca63","I doubt that she was aware at the time, but when she painted the picture, in a certain way, she called it.","Сумніваюся, що вона усвідомлювала це тоді, але коли вона намалювала картину, певним чином вона його покликала."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca65","And now, it remains in our reality?","І тепер воно залишилося в нашій реальності?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca66","Let us say that it uses the painting as a portal into our reality, and we make enticing prey for it.","Скажімо так: воно використовує картину як портал у наш світ, а ми для нього — принадна здобич."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca67","That's why we must find a way of sending it back permanently to where it came from.","Тому ми повинні знайти спосіб відправити його назад назавжди, туди, звідки воно прийшло."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca69","Retake_M09S02_INT_Drake_AboutAmulet_Loca69",""
"Retake_M09S02_INT_Drake_AboutAmulet_Loca9","He must have a plan to get rid of it.","Він напевно має план, як його позбутися."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca10","A genius like you must already have found a way to get rid of this creature, yes?","Такий геній, як ти, напевно вже придумав, як позбутися цієї потвори, так?"
"Retake_M09S02_INT_Drake_AboutAmulet_Loca70","I sense your sarcasm, but it does happen that, yes, I do have a solution.","Чую твій сарказм, але так, співпало, що в мене є рішення."
"Retake_M09S02_INT_Drake_AboutAmulet_Loca71","I think I can destroy it, but for that I must approach the creature and, to be able to do so, I need the key to R'lyeh.","Думаю, я зможу його знищити, але для цього мушу наблизитися до створіння, а щоб це зробити — потрібен «ключ до Р’льєху»."
