"key","source","Translation"
"[D8422B0E4949842F3AB98D881BD2B3EB]::55D13D4F465A8A79A20077A726A018EF","Painting of the Shambler","Зображення Блукача"
"[D85EC7E346CCC6866F2D188F3298F06E]::A7231D2D4623EA013D86CC91A346CA56","Guard","Охоронець"
"[D8ABBAA64ACB864911A6E4A26C1C177E]::9A95D533439E309AF4862DBB823FA172","In this photograph, Fuller is posing, surrounded by all his staff. However, the date doesn't make sense.","На цій світлині Фуллер позує, оточений усім своїм персоналом. Але дата не має сенсу."
"[D8ABBAA64ACB864911A6E4A26C1C177E]::94F9349D40E8156E8E818C9D2F36023D","Photograph of Doctor_LastName}","Світлина доктора Фуллера"
"[D8B288D44A14F55BBA35D7BA674DA05C]::AD966CAF4354ED552EEBEA9C9BBAB4A2","Hold","Затисніть"
"[D8B58F7048A4DFFD74B6349AEBDCA5DA]::A2DDDF5C48EBADCA0990909F83F7E01F","We got out, but Charles Hawkins caught us... Completely changed... Nothing human left...<lf>He's dead.<lf>We killed him...","Ми вибралися, але на нас напав Чарльз Гокінс... Повністю мутувавший... У ньому не залишилося нічого людського...<lf>Він мертвий.<lf>Ми його вбили..."
"[D95CFC8C4BB4FE223AA984813C1D16D0]::D913627E42C8BB28794D08AB587DBC44","To leave a reconstruction scene, hold","Щоб вийти зі сцени реконструкції, затисніть:"
"[D95CFC8C4BB4FE223AA984813C1D16D0]::A56F30B949DBB5313A8D61B35920DE00","Reconstruction","Реконструкція"
"[D984A33A48935E8A5D3919861A587D2A]::58F5BD5D47BF63A0B4E1FFB8D175C128","Riverside Institute","Інститут Ріверсайд"
"[D9B8780A411C0C7B9918A1927752E473]::60D540B24257629C94303584B63E3A92","Patient","Пацієнт"
"[D9FBDE4C4A956FF54A0DAA828184166B]::87CEDBFA4B3C1518A349DA8FF722BFDF","Cat… Did she go after Fitzroy? She followed the murderers’ trail and found cultists, again. What about Sarah Hawkins? Did she leave to join them?","Кет... Невже вона пішла за Фіцроєм? Вона йшла слідом убивць і знову натрапила на окультистів. А що з Сарою Гокінс? Вона теж приєдналася до них?"
"[DA35E59F49BCC13EDA6F2DA899DD4E2D]::DD095A184974364C22B2249A489C5F8D","Patient","Пацієнт"
"[DA7041114838F704F54B97AE6252B770]::490FD7014BAF9DC7F49C9EB2D75C6DAD","Consult diary","Розгорнути щоденник"
"[DA7041114838F704F54B97AE6252B770]::21632583435CB2ACAF0027AD0F4B09BB","New objective","Нове завдання"
"[DAFEFE704D10684593F161A4706BAB7B]::1E3D77374E0250AEF16E35885C9F4A17","Hawkins Manor","Маєток Гокінсів"
"[DBEDB1354AD3B8EA1512C0B321FF1BEE]::A79D88AC4D726444DAD11BA052224AF4","Sketch of a bust","Ескіз бюсту"
"[DBEDB1354AD3B8EA1512C0B321FF1BEE]::3766B1ED4F5C79C4FEB03B82A9CB68E5","This sketch must guide me to the artifact concealed by concealed Charles Hawkins. Where have I already seen it?","Цей ескіз має привести мене до артефакту, прихованого Чарльзом Гокінсом. Де я його вже бачив?"
"[DC26F705455057A3593CADA60D4F4481]::8D145E8C4E8A67CFC3819E9783D01BB8","Friday 4th June 1847<lf><lf>53N, 53W. We are starving. The fish seems to have deserted these waters. If I don't quickly find an answer to this crisis, Fitzroy could well set off a mutiny. Each day, more and more men believe in his tales of a «Miraculous Catch ».<lf>Merciful God, help me.<lf><lf>Wednesday 9th June 1847<lf><lf>57N, 51W. We sighted an enormous whale further to the south. The biggest we've ever seen Fitzroy keeps telling the men that this is the Miraculous Catch he promised them. We will catch it and bring it back home to feed our families.","П’ятниця, 4 червня 1847<lf><lf>53° пн. ш., 53° зх. д. Ми голодуємо. Риба наче покинула ці води. Якщо швидко не вирішити цю проблему, Фіцрой може спровокувати бунт. Щодня все більше людей вірять у його казки про «Дивовижний улов».<lf>Боже милосердний, допоможи мені.<lf><lf>Середа, 9 червня 1847<lf><lf>57° пн. ш., 51° зх. д. Ми побачили величезного кита далі на південь. Найбільшого, що коли-небудь бачили. Фіцрой весь час каже хлопцям, що це той самий «Дивовижний улов», який він обіцяв. Ми спіймаємо його і повернемося додому, щоб нагодувати наші сім’ї."
"[DC26F705455057A3593CADA60D4F4481]::64E15E8646DB367A7C027683268239DD","Page torn from log 1","Перша вирвана сторінка з журналу"
"[DC3A2FE8407E8DD317FAD0B551912D05]::D4BEFC5A416C148369B3DC99A482C84D","Sarah Hawkins","Сара Гокінс"
"[DCC6357F4A49B4FCA4E4B787276AC242]::A9CC88F4453C6A785C08328844E5A02D","To equip your weapon, press","Щоб дістати зброю, натисніть:"
"[DCC6357F4A49B4FCA4E4B787276AC242]::56F14EF6449FE4AD7976F8B5D31A36E0","Arm yourself","Озбройтеся"
"[DDE4C8A047CC6CD9788CFE8B666D0DD3]::ED45BF63424DE1EAAAC22BB058B63B58","The Scylla was a whaler that ended up stranded on the reefs near Darkwater harbor. The old tales tell it happened after a fierce battle against a gigantic whale, on June the 23rd, 1847. Regardless what the true story is, the Scylla’s wreck stands as a memento of the golden age of whale hunting, and the symbol of the slow decline of the fishing  community in Darkwater.","«Сцилла» була китобійним судном, яке застрягло на рифах біля гавані Дарквотера. Старі легенди розповідають, що це сталося після запеклої битви з гігантським китом 23 червня 1847 року. Незалежно від того, яка справжня історія, уламки «Сцилли» залишаються пам’яткою золотого віку китобійного промислу і символом повільного занепаду рибальської спільноти в Дарквотері."
"[DDE4C8A047CC6CD9788CFE8B666D0DD3]::63CBB1C7417F9239D24A67A72D4F567B","Scylla's Wreck","Уламки «Сцилли»"
"[DE5141514142604B532E72B6BDDC92AD]::268009D347FE4032A45A20AD9D01D462","Gain access to Sanders' gallery.","Отримати доступ до галереї Сандерса."
"[DE5141514142604B532E72B6BDDC92AD]::66CDB6FB492AE54FB9569DBB05881A23","Examine the Shambler","Оглянути «Блукача»"
"[DE5141514142604B532E72B6BDDC92AD]::3B3174F549E1A55E16958BBB3D55C194","In theory Francis Sanders was a renowned art collector. I must question his widow, Irene Sanders, to know more about his links with Sarah Hawkins and to discover the identity of the visitor he talked about before he died.","Теоретично Франсіс Сандерс був відомим колекціонером мистецтва. Мені треба поговорити з його вдовою, Ірен Сандерс, щоб дізнатися більше про його зв'язки з Сарою Гокінс та розкрити особу відвідувача, про якого він говорив перед своєю смертю."
"[DE5141514142604B532E72B6BDDC92AD]::D2E0E6E84C50C335A1A49C859AFA5F4A","Talk to Sanders' widow","Поговорити з вдовою Сандерса"
"[DE682C7448B17CB58B5238A595498F4D]::C02072DD40DE41EE69C599B77A936D96","Adjust the brightness so that the darkest icon is barely visible.","Відрегулюйте повзунок яскравості так, щоб найтемніший значок був ледь помітним."
"[DE682C7448B17CB58B5238A595498F4D]::7C680DE441A5E3E72196EAB86A5D76F8","Adjust brightness","Налаштувати яскравість"
"[DE682C7448B17CB58B5238A595498F4D]::9D340F31489A3E956745958D380FA4AB","SELECT","ВИБРАТИ"
"[DE76C3304860A9D7927735A37C3677AB]::9EE42D9C402F9CD625C3B5BDEB5A220D","Nurse","Медсестра"
"[DF2EAA874610092E2F1DFD88D33DA4C6]::45635EDA4F82AA09EF0D2D963656B207","Guard","Охоронець"
"[DF967EE843BF0B528BF915B055097ACC]::02D7922B4FE89E4C639167AE2AD5E14A","Activate","Активувати"
"[DF967EE843BF0B528BF915B055097ACC]::10674DB04243EF80575965931BB3B5B4","Analyse","Аналізувати"
"[DF967EE843BF0B528BF915B055097ACC]::D72B65764663D0A8B2C1FD9E1A51CA06","Examine","Дослідити"
"[DF967EE843BF0B528BF915B055097ACC]::C7A07AEA4A64A73822128FAF9ED11893","Investigate","Розслідувати"
"[DF967EE843BF0B528BF915B055097ACC]::774B890845F018149393F1B5AA968442","Look","Оглянути"
"[DF967EE843BF0B528BF915B055097ACC]::BA634290457B67A3FE77CA90D96737A6","Off","Вимк."
"[DF967EE843BF0B528BF915B055097ACC]::07E72B9B4CD4ACD69270448DC9466260","On","Увімк."
"[DF967EE843BF0B528BF915B055097ACC]::EAEC6E01440FA080560D78BFF5A0E214","Pick","Взяти"
"[DF967EE843BF0B528BF915B055097ACC]::720A0C8044C6F91A17CC679248ECDFF6","Chapter 1","Розділ 1"
"[DF967EE843BF0B528BF915B055097ACC]::6D3B20944F3F71A96737EBB7EB7F5C0A","Chapter 2","Розділ 2"
"[DF967EE843BF0B528BF915B055097ACC]::7E321EC54895D15B22E7D09D8BB82293","Chapter 3","Розділ 3"
"[DF967EE843BF0B528BF915B055097ACC]::9190B67D4C08BD5B9DF5CB8340160152","Chapter 3","Розділ 3"
"[DF967EE843BF0B528BF915B055097ACC]::BD6A58C84AB75284ED9AC88C2B3BF2B0","Chapter 4","Розділ 4"
"[DF967EE843BF0B528BF915B055097ACC]::7BDF1A204B7E6EA0D5F6DC851B8BACB6","Chapter 8","Розділ 8"
"[DF967EE843BF0B528BF915B055097ACC]::D46BB50B482A491C80E00D905DC046A7","Chapter 5","Розділ 5"
"[DF967EE843BF0B528BF915B055097ACC]::13A28C094D2DDE991E8447944D2DE50E","Chapter 7","Розділ 7"
"[DF967EE843BF0B528BF915B055097ACC]::2C50C8F7462BD4536A809FB54A5CAB8A","Chapter 6","Розділ 6"
"[DF967EE843BF0B528BF915B055097ACC]::0327936A415CF01FBB29DC9697FB4F2D","Chapter 6","Розділ 6"
"[DF967EE843BF0B528BF915B055097ACC]::CA86E63043164586FFAFDF9592332129","Chapter 9","Розділ 9"
"[DF967EE843BF0B528BF915B055097ACC]::781E66244BF745EFC8ECB185C28BF340","Chapter 9","Розділ 9"
"[DF967EE843BF0B528BF915B055097ACC]::3F0F9CD54CD1DFF703CC5F9A1FD51057","Chapter 12","Розділ 12"
"[DF967EE843BF0B528BF915B055097ACC]::3F4AF3094E7236A5B21C449CC5E1D6A1","Chapter 11","Розділ 11"
"[DF967EE843BF0B528BF915B055097ACC]::01592AE24B4EDE6FD4FAAA85C463987F","Chapter 12","Розділ 12"
"[DF967EE843BF0B528BF915B055097ACC]::0BF17D1A4BB4F8B005016D870915DAB1","Chapter 10","Розділ 10"
"[DF967EE843BF0B528BF915B055097ACC]::59E6635145A9FB13EC5EB393A022AB26","Chapter 13","Розділ 13"
"[DF967EE843BF0B528BF915B055097ACC]::86DD93B54C575BD21478AC82D0FC1076","Chapter 14","Розділ 14"
"[DF967EE843BF0B528BF915B055097ACC]::C0CA49864CA5EE306718B490D0707A2C","Chapter 14","Розділ 14"
"[DF967EE843BF0B528BF915B055097ACC]::D2650E9F423841962B14F990A5BB436C","Boston, 1924. <lf>Edward Pierce, veteran of the First World War, drowns his memories in liquor and sleeping pills. He is now a private detective who has trouble finding a case able to lift him from his torpor. Pierce must find a new case quickly, or risk losing his license.","Бостон, 1924.<lf>Едвард Пірс, ветеран Першої світової війни, намагається заглушити спогади алкоголем і снодійним. Наразі, він — приватний детектив, якому важко знайти нову справу, здатну вивести його з апатії. Пірс мусить якнайшвидше знайти нову справу, інакше його позбавлять ліцензії."
"[DF967EE843BF0B528BF915B055097ACC]::AC9188DB4D4AF66177839FA9AC99B953","Pierce took the Hawkins case. The cursed artist is accused of having caused the fire that killed her and her family. As the only clue, she left her father a disturbing painting. On the shipping label, an address: a warehouse set on the docks of the island of Darkwater. The place seems to be the starting point for Pierce's investigation.","Пірс узявся за справу Гокінс. Прокляту художницю звинуватили в тому, що вона спричинила пожежу, яка забрала життя її та її родини. Єдиною зачіпкою була тривожна картина, яку вона залишила батькові. На транспортній етикетці є адреса: склад, що розташований у доках острова Дарквотер. Це місце, схоже, й стане відправною точкою розслідування Пірса."
"[DF967EE843BF0B528BF915B055097ACC]::A54F21CD484BA9ACC1BF8AAE7D3EA5A3","Pierce managed to get into the warehouse. The place, thought to be abandoned, revealed some surprises: signs of recent occupation as well as a partly charred painting. Interrupted in his searching by Officer Bradley, Pierce convinced him to join his investigation. The police officer is willing to drive the detective to the Hawkins mansion.","Пірс зумівся потрапити на склад. Місце, яке вважалося покинутим, приховувало декілька несподіванок: сліди, які вказували на те, що в складі нещодавно хтось жив, і частково обгорілу картину. Але пошуки Пірса перериває офіцер Бредлі, та детективу вдається переконати його, що вони повинні працювати разом над розслідуванням. Офіцер погодився відвезти Пірса до маєтку Гокінсів."
"[DF967EE843BF0B528BF915B055097ACC]::EA798E4D4B086DEBAFE2F1B434C966AB","Pierce and Officer Bradley explored the gardens of the Hawkins mansion. The family lies in the graveyard of the property, guarded by Silas Winchester. The old caretaker, still faithful to his employers, keeps watch on the place, armed with his ax. Pierce and Bradley managed to calm him down and, finally, get hold of the key to the Hawkins mansion. They enter the building, looking for the scene of the fire.","Пірс та офіцер Бредлі дослідили сади при маєтку Гокінсів. Родина похована на кладовищі на території маєтку. За ним доглядає Сайлаз Вінчестер — старий сторож, озброєний сокирою, що й досі, будучи вірним родині, охороняє це місце. Пірсу та Бредлі вдалося його заспокоїти й, зрештою, отримати ключ до маєтку Гокінсів. Вони заходять до будівлі, аби оглянути місце пожежі."
"[DF967EE843BF0B528BF915B055097ACC]::02DD881040E4BE88BCD87497DA45D9CC","Inside the Hawkins mansion, the scene of the fire revealed its secrets. Pierce and Officer Bradley, now on the trail of a survivor, had undertaken to search the place, looking for proof. When a hooded man leaped into Sarah Hawkins' workshop to steal a painting, detective and police officer set off after him. By following him to the office of Charles Hawkins, they discovered a secret passage. Pierce and Bradley enter the tunnel under the mansion.","Усередині маєтку Гокінсів, місце пожежі розкрило свої таємниці. Пірс та офіцер Бредлі, у пошуках доказів напали на слід уцілілого під час пожежі. Коли чоловік у капюшоні вскочив у майстерню Сари Гокінс, щоб вкрасти картину, детектив і офіцер поліції кинулися за ним. Прослідкувавши за ним до кабінету Чарльза Гокінса, вони виявили таємний прохід. Пірс і Бредлі заходять у нього."
"[DF967EE843BF0B528BF915B055097ACC]::806DC32143B3901A62BC82912050ADF3","In The Nameless Bookstore, Pierce traced the trail of an attempted burglary. He discovered that Charles Hawkins was behind the attempt. Pierce opened the bookseller's safe to find what the latter and Sarah Hawkins had hidden there. A book covered in human skin, lied inside, irresistibly attracted the detective. When he opened it, his mind was projected into another body.","У «Безіменній книгарні», Пірс відстежив сліди спроби пограбування. Він виявив, що за цим стоїть Чарльз Гокінс. Пірс відчинив сейф книгарні, щоб знайти те, що Чарльз й Сара Гокінси сховали там. Книга, обтягнута людською шкірою, що лежала всередині, непереборно приваблювала детектива. Коли він відкрив її, його розум був перенесений у інше тіло."
"[DF967EE843BF0B528BF915B055097ACC]::088D97504FEAF1E4B2E77A9F1553DD1D","Pierce and Officer Bradley followed the intruder to the secret meeting place of a cult set in a network of underground caves right under the Hawkins Manor. They witnessed a strange ceremony led by a Charles Hawkins, very much alive. Bradley tried to arrest him, but Hawkins, whose body displayed various mutations, disemboweled the police officer. As he tried to escape from him, Pierce found himself prisoner of a rockfall. Rushed to the Riverside Institute, he is in a critical state.","Пірс і офіцер Бредлі прослідкували за зловмисником до таємного місця, де зустрічаються окультисти, розташованого в мережі підземних печер прямо під маєтком Гокінсів. Вони стали свідками дивної церемонії, яку проводив Чарльз Гокінс, який дуже навіть живий. Бредлі спробував заарештувати його, але Гокінс, тіло якого було сповнене різноманітних мутацій, випотрошив офіцера. Намагаючись втекти від Чарльза, Пірс опинився в полоні каменепаду. Його доставили до Інституту Ріверсайд, де він перебуває у критичному стані."
"[DF967EE843BF0B528BF915B055097ACC]::D5A5D9514FE088394A361D950470CA0D","The Shambler turned out to be much more than an artwork painted by Sarah Hawkins, as a huge creature came out of the painting to attack Pierce. After a hard fight, the detective managed to send it back into the painting. He later discovered that the dagger he used to repel the creature had been sold to Sanders by a man named Algernon Drake, owner of The Nameless Bookstore. Pierce decides to pay the library a visit.","«Блукач» виявився чимось більшим, аніж просто картиною Сари Гокінс, адже з картини вийшла величезна істота, щоб напасти на Пірса. Після запеклої сутички детективові вдалося відправити її назад у картину. Пізніше він дізнався, що кинджал, який він використовував, щоб прогнати істоту, був проданий Сандерсу людиною на ім'я Алджернон Дрейк, власником «Безіменної книгарні». Пірс вирішує відвідати книгарню."
"[DF967EE843BF0B528BF915B055097ACC]::38C5A9BF4638B659C7D0B4A9B37228AE","Pierce, Colden and Bradley decided to team up to solve the Sarah Hawkins case. They have a new trail to follow: Francis Sanders, an art collector and friend of the painter, who died right in front of Pierce. The detective goes to his house in order to speak to his widow about the ""Shambler"", that the unfortunate man mentioned before he died.","Пірс, Колден і Бредлі вирішили об'єднатися, щоб розкрити справу Сари Гокінс. У них з'являється новий слід: Френсіс Сандерс, колекціонер мистецтва і друг художниці, який помер прямо на очах у Пірса. Детектив вирушає до його будинку, щоб поговорити з його вдовою про «Блукача», про якого нещасний згадував перед смертю."
"[DF967EE843BF0B528BF915B055097ACC]::3EFC3FBA4E04BEEE0B04E4BBF5EC2CC0","Pierce woke up in an asylum, installed in the cellars of the Riverside Institute. He met Dr Colden, a female friend of Bradley, who helped him to escape. Wandering through the corridors of this place where Dr Fuller reigns supreme, Pierce was able to talk to a man called Francis Sanders. Before dying in full view of the detective, he accused Sarah Hawkins of being the cause of his torments. Pierce finally left the accursed building, accompanied by Bradley and Colden. The companions in misfortune decide to use the Hawkins mansion as a hideout.","Пірс прокинувся у психлікарні, облаштованій в підземеллях Інституту Ріверсайд. Він зустрів докторку Колден, подругу Бредлі, яка допомогла йому втекти. Блукаючи коридорами закладу, яким керував доктор Фуллер, Пірс зміг поговорити з чоловіком на ім'я Френсіс Сандерс. Незадовго до того, як він помер на очах у детектива, чоловік стверджував, що Сара Гокінс була причиною його страждань. Пірс нарешті покинув прокляту будівлю в супроводі Бредлі та Колден. Товариші по нещастю вирішують використати маєток Гокінсів як схованку."
"[DF967EE843BF0B528BF915B055097ACC]::07C62AB94BB201960EAB7F89917BD2EB","The book projected Pierce into the body of Dr Colden. The detective watched, helplessly, as Bradley's friend carried out her inquiry. Confronted with the experiments of Fuller, she got into his office and discovered that the director of the Riverside Institute was hiding information on, if not the body of, Sarah Hawkins. But she was discovered by Fuller. Pierce must save her before it's too late.","Книга перенесла розум Пірса в тіло докторки Колден. Детектив безпосередньо спостерігав, як подруга Бредлі проводила своє розслідування. Зіткнувшись з експериментами Фуллера, вона проникла в його кабінет і виявила, що директор Інституту Ріверсайд приховує інформацію про Сару Гокінс, якщо взагалі не її тіло. Але її викрив Фуллер. Пірс повинен врятувати її, поки не стало надто пізно."
"[DF967EE843BF0B528BF915B055097ACC]::3B1EF51D4DC00197622A4E96C455A277","After the death of Colden, Pierce, victim of hallucinations, advanced inside the Riverside Institute to the point of discovering Sarah Hawkins, alive, prisoner of Dr Fuller. The last confrontation between Charles Hawkins and his wife has revealed that the man, under his monstrous appearance, tried to protect her from the influence of the Myth. He warned Pierce. If Sarah succumbs to the lure of the occult, she will lose all free will, allowing the cult to bring its plan to fruition: summon an ancient and evil god. Henceforth, Pierce must know more about Sarah Hawkins' intentions, and find a way to protect her.","Після смерті Колден, Пірс, будучи жертвою галюцинацій, просунувся вглиб Інституту Ріверсайд настільки, що знайшов Сару Гокінс, живу, ув'язнену доктором Фуллером. Останнє зіткнення між Чарльзом Гокінсом і його дружиною показало, що чоловік, прикриваючись своєю жахливою зовнішністю, намагався захистити її від впливу Міту. Він попереджав Пірса. Якщо Сара піддасться спокусі окультизму, вона втратить будь-яку свободу волі, дозволивши культу здійснити свій план: викликати стародавнього і злого бога. Відтепер Пірс повинен дізнатися більше про наміри Сари Гокінс і знайти спосіб захистити її."
"[DF967EE843BF0B528BF915B055097ACC]::1E6015AC4061248AB2CCD398E844A57B","Leviathan returned to torture Pierce with a new vision. One in which the detective will see through Cat’s eyes.","Левіафан повернувся, щоб катувати Пірса новим видінням. В якому детектив побачить світ очима Кет."
"[DF967EE843BF0B528BF915B055097ACC]::46E6385B4FEB09BE5F00F1A08116A870","Leviathan returned to torture Pierce with a new vision. One in which the detective will see through Cat’s eyes.","Левіафан повернувся, щоб катувати Пірса новим видінням. В якому детектив побачить світ очима Кет."
"[DF967EE843BF0B528BF915B055097ACC]::79FE1A0240C3DDF1A72C55B97A0E4F21","Pierce saw Cat’s worrying discoveries through her eyes. While she was searching for the murderer of a cop, she was attacked by some the island inhabitants. Pierce has yet to find if she did make it.","Пірс побачив тривожні відкриття Кет її очима. Поки вона шукала вбивцю офіцера, на неї напали мешканці острова. Пірс досі не знає, чи вдалося їй врятуватися."
"[DF967EE843BF0B528BF915B055097ACC]::3A98A28947D6B2D4CBFA00825FEA4A67","Sarah Hawkins, together with Algernon Drake, managed to permanently drive the Dimensional Shambler back, at the end of a fierce battle. However, this feat of strength cost her what was left of her self-awareness: she has succumbed to the call of the Myth.","Сара Гокінс разом з Алджерноном Дрейком наприкінці запеклої битви зуміла назавжди прогнати Міжвимірного Блукача назад. Однак цей подвиг коштував їй того, що залишилося від її самосвідомості: вона піддалася поклику Міту."
"[DF967EE843BF0B528BF915B055097ACC]::560B69254B36540A12FD2B81F15D494A","Pierce awoken in his prison cell. Bradley came in to free him, but his state forced Pierce to make an impossible choice. The detective is now after Sarah Hawkins. He hopes he will catch with the mad artist before she makes things worst.","Пірс прокинувся у своїй тюремній камері. Бредлі прийшов звільнити його, але його стан змусив Пірса зробити неймовірно складний вибір. Тепер детектив переслідує Сару Гокінс. Він сподівається, що встигне зловити божевільну художницю до того, як вона зробить щось жахливе."
"[DF967EE843BF0B528BF915B055097ACC]::D2528855419E88FEF0512791502B1C38","Thrown in prison, Pierce finally met the mysterious entity men call Leviathan. The being offered him to unveil Sarah Hawkins’ schemes by seeing through her eyes.","Опинившись у в’язниці, Пірс нарешті зустрівся з таємничою істотою, яку люди називають Левіафаном. Істота запропонувала йому розкрити задуми Сари Гокінс, подивившись на них її очима."
"[DF967EE843BF0B528BF915B055097ACC]::CEE9B4DC4B23C5AD388CAE8CE30D9A0F","With the help of Algernon Drake, Pierce has obtained an amulet that is supposed to protect Sarah Hawkins against the evil powers that covet her. The painter told him of her desire to track and kill the Dimensional Shambler in order to atone for her sins. Before Pierce could stop her, he was arrested by the police.","За допомогою Алджернона Дрейка Пірс здобув амулет, який має захистити Сару Гокінс від злих сил, що полюють на неї. Художниця розповіла йому про своє бажання вистежити і знищити Міжвимірного Блукача, щоб спокутувати свої гріхи. Перш ніж Пірс зміг зупинити її, його заарештувала поліція."
"[DF967EE843BF0B528BF915B055097ACC]::48049204417116454E45B8B6EBF84D1A","Pierce crossed the docks, where old acquaintances and new faces met their ends. All over the place, Leviathan's slaves were wandering in search of a victim. After fighting his way through, and after discovering the truth about the origin of the cult and its founders, Pierce finally reached the whaling station. He hopes to catch Sarah Hawkins before she does something bad.","Пірс дістався доків, де зустрілися старі знайомі та нові обличчя. Всюди блукали раби Левіафана в пошуках жертв. Пробившися через них і дізнавшись правду про походження культу та його засновників, Пірс нарешті дістався китобійної станції. Він сподівається впіймати Сару Гокінс до того, як вона не вкоїла чогось ще гіршого."
"[DF967EE843BF0B528BF915B055097ACC]::3C4226D648AE2F2D18467AB4164758FC","Pierce finally met Leviathan, in flesh and blood. The monstrous creature submitted him to a series of ordeals, at the end of which he decided that the detective was ready to face his destiny. Pierce blew up the whaling station and, after a final confrontation with Leviathan, he passed out.","Пірс нарешті зустрівся з Левіафаном, у плоті та крові. Жахливе створіння піддало його низці випробувань, наприкінці яких вирішило, що детектив готовий зустріти свою долю. Пірс підірвав китобійну станцію, а після останньої сутички з Левіафаном втратив свідомість."
"[DF967EE843BF0B528BF915B055097ACC]::E2382D1B44F538E5D1F149A7EAC24E56","After a final confrontation, Pierce must go to Alabaster Point where Sarah Hawkins is supposed to be waiting for him. There, he must make decisions that could change the destiny of the world.","Після фінальної сутички, Пірс має вирушити до Алабастрової вершини, де на нього чекає Сара Гокінс. Там він має прийняти рішення, яке може змінити долю світу."
"[DF967EE843BF0B528BF915B055097ACC]::A9E92F734108A1CF296A039A59CFD666","Pierce Investigations Agency, Boston","Агенство розслідувань Пірса, Бостон"
"[DF967EE843BF0B528BF915B055097ACC]::3A3D4E4C4A678B01F32C359AB84FA93C","Darkwater Port","Дарквотерський порт"
"[DF967EE843BF0B528BF915B055097ACC]::6203BA974BC1056ED93C05A91142F923","Darkwater Port","Дарквотерський порт"
"[DF967EE843BF0B528BF915B055097ACC]::F902C14D4D16DD12F535DFB68CE53CC9","Darkwater Port","Дарквотерський порт"
"[DF967EE843BF0B528BF915B055097ACC]::C52151514A242CF14033A9BF1B9536D2","Garden of the Hawkins mansion","Сад маєтку Гокінсів"
"[DF967EE843BF0B528BF915B055097ACC]::443B14144127B3AE41C74BB5536B2E74","Hawkins mansion","Маєток Гокінсів"
"[DF967EE843BF0B528BF915B055097ACC]::54062F964C172DE2A7704EA2C5BF87E7","Tunnels under the Hawkins mansion","Катакомби під маєтком Гокінсів"
"[DF967EE843BF0B528BF915B055097ACC]::6FEE68A04E91E4A371F6E5A348FA895E","Riverside Institute","Інститут Ріверсайд"
"[DF967EE843BF0B528BF915B055097ACC]::53E1C61B438F0FB8AE7B019077E9793E","Riverside Institute","Інститут Ріверсайд"
"[DF967EE843BF0B528BF915B055097ACC]::F279669A4EE67ABD81AB4585C153376D","The Nameless Bookstore","«Безіменна книгарня»"
"[DF967EE843BF0B528BF915B055097ACC]::1211D5334A598A3D09009A81C43265CC","Sanders residence","Резиденція Сандерсів"
"[DF967EE843BF0B528BF915B055097ACC]::E1CB98FC424593960A7578B552EC0297","Hawkins mansion","Маєток Гокінсів"
"[DF967EE843BF0B528BF915B055097ACC]::67DA973D4AF6072670D35B868CA2DE6D","Riverside Institute","Інститут Ріверсайд"
"[DF967EE843BF0B528BF915B055097ACC]::68C7775840B69DED1F858DBD75E8772A","Hawkins mansion","Маєток Гокінсів"
"[DF967EE843BF0B528BF915B055097ACC]::E04FE63049E60A745DF80D866C7CCBC6","Darkwater police station","Дарквотерський відділ поліції"
"[DF967EE843BF0B528BF915B055097ACC]::F7D9F00E4A066C48A730E39244972959","Darkwater police station","Дарквотерський відділ поліції"
"[DF967EE843BF0B528BF915B055097ACC]::A11EA54C46F7E212255C8096D0FF3F5B","Darkwater police station","Дарквотерський відділ поліції"
"[DF967EE843BF0B528BF915B055097ACC]::3F5BC6F248957CB41EA7E0B6E7926D18","Darkwater police station","Дарквотерський відділ поліції"
"[DF967EE843BF0B528BF915B055097ACC]::6198F5764D6EC6E0241290B8AB92A5FE","Bootlegers’ caves","Бутлеґерські печери"
"[DF967EE843BF0B528BF915B055097ACC]::88C00EDB452D2F3C54A4FA9AC4E35512","Abandoned whaling station","Покинута китобійна станція"
"[DF967EE843BF0B528BF915B055097ACC]::3094C4D8450032C9637B29945E8EBD6E","Coastal cave","Прибережна печера"
"[DF967EE843BF0B528BF915B055097ACC]::B72B77994A11EEA4947620A90E7BB3A2","Alabaster Point","Алабастрова вершина"
"[E02A77A04E95C48A1086EA9C9552C0E6]::CE19173047209DA3D83B87B065A62E4E","Despite the treatment, I again hear voices in my dreams. But they are different, unknown. They seem to surface from unfathomable and ancient depths. What nameless creature is calling me?","Попри лікування, я знову чую голоси уві сні. Але вони інші, незнайомі. Здається, вони виринають із незбагненних і прадавніх глибин. Яка безіменна істота мене кличе?"
"[E04008ED4B560C5AE38BE6BF53DB8A53]::B379ED1B4ACDA4027A9160AF6C48BA46","A table, three chairs. This strange antechamber hidden at the entrance to the network of caves raises new questions: what kind of organization did Charles Hawkins belong to? Was Sarah Hawkins in danger because she had discovered these tunnels? I must advance further into these caves and find the answers.","Стіл, три стільці. Цей дивний передпокій, прихований при вході до мережі печер, породжує нові запитання: до якої організації належав Чарльз Гокінс? Чи була Сара Гокінс у небезпеці через те, що виявила ці тунелі? Я повинен просунутися далі крізь ці печери, щоб знайти відповіді."
